id,headline,date,snippet,url,word_count,,,,,
5ab43ba547de81a901215a45,b'Factbox: What Is in the $1.3 Trillion Spending Bill Before the Congress',3/22/18,b'The U.S. Congress is aiming to pass a $1.3 trillion spending bill and send it to President Donald Trump before a midnight Friday deadline to fund the U.S. government until Oct. 1 and avoid a shutdown.',https://www.nytimes.com/reuters/2018/03/22/us/politics/22reuters-usa-fiscal-congress-factbox.html,427,,,,,
5ab47d6c47de81a901215c35,b'Girl Shot at Maryland School Dies After Being Taken Off Life Support',3/23/18,"b'Jaelynn Willey, 16, was shot at Great Mills High School on Tuesday. She died, \xe2\x80\x9csurrounded by her family,\xe2\x80\x9d on Thursday.'",https://www.nytimes.com/2018/03/23/us/maryland-school-shooting-jaelynn-willey.html,380,,,,,
5ab154d247de81a90121371b,"b""Maryland Lockdown Pulls Florida Students Into Twitter Storm: 'Be Strong'""",3/20/18,"b'Hunkered down in an ""active shooter"" lockdown at her Maryland high school, Mollie Davis exchanged tweets with Parkland, Florida, students on Tuesday, less than a week after all of them led walkouts to demand Congress enact gun safety laws.'",https://www.nytimes.com/reuters/2018/03/20/us/20reuters-maryland-shooting-students.html,400,,,,,
5a993722410cf7000162edc3,b'Listen to \xe2\x80\x98The Daily\xe2\x80\x99: \xe2\x80\x98I Don\xe2\x80\x99t Think I Can Do Anything to Fix It\xe2\x80\x99',3/2/18,"b'Representative Tom Rooney, a Florida Republican, talks about the Russia investigation, gun control and his decision not to run for re-election.'",https://www.nytimes.com/2018/03/02/podcasts/the-daily/tom-rooney-trump-washington.html,347,,,,,
5a89df85410cf7000162ca50,"b'For Parents of Shooting Victims, a Support Network That Keeps Growing'",2/18/18,"b'Those who have lost children in earlier tragedies will reach out to the newest grieving parents to console, advise and often recruit them to the gun control cause.'",https://www.nytimes.com/2018/02/18/us/school-shooting-parents.html,1553,,,,,
5a8882c6410cf7000162c8b8,b'You\xe2\x80\x99re Wrong! I\xe2\x80\x99m Right!',2/17/18,b'On both sides we\xe2\x80\x99re too quick to reject the other\xe2\x80\x99s views.',https://www.nytimes.com/2018/02/17/opinion/sunday/liberal-conservative-divide.html,887,,,,,
5ab28cd047de81a9012147a2,"b'Off the Sideline: Students, Women, Teachers Embrace Activism'",3/21/18,"b'Suddenly, America is on the march.'",https://www.nytimes.com/aponline/2018/03/21/us/ap-us-surge-of-activism.html,1174,,,,,
5aae830247de81a901212237,b'\xe2\x80\x98Skinhead Lesbian\xe2\x80\x99 Tweet About Parkland Student Ends Maine Republican\xe2\x80\x99s Candidacy',3/18/18,"b'The State House candidate, Leslie Gibson, made the comment about Emma Gonz\xc3\xa1lez, also calling David Hogg a \xe2\x80\x9cbaldfaced liar.\xe2\x80\x9d His remarks prompted others to run.'",https://www.nytimes.com/2018/03/18/us/politics/maine-republican-leslie-gibson.html,745,,,,,
5a7b234ad4211f00015bfcc1,"b'Walking Tour of a City\xe2\x80\x99s History, Assassinations Included'",2/7/18,"b'Ronnie Chatah, who leads the tours, considers them a tribute to the city and to his father, who was killed by a car bomb in Lebanon in 2013.'",https://www.nytimes.com/2018/02/07/world/middleeast/beirut-walking-tour-history.html,1199,,,,,
5aa30aef47de81a90120c92b,b'Open Thread: This Week in Style News',3/9/18,"b'Martin Margiela\xe2\x80\x99s moment, the President\xe2\x80\x99s monogram \xe2\x80\x94 and more.'",https://www.nytimes.com/2018/03/09/fashion/open-thread-style-newsletter-trump-monogram.html,809,,,,,
5aa0577447de81a90120b5ac,b'The Power to Change the World: A Teaching Unit on Student Activism in History and Today',3/7/18,b'How much of a difference can young people make in addressing the problems our society faces? What makes their voices uniquely powerful?',https://www.nytimes.com/2018/03/07/learning/lesson-plans/the-power-to-change-the-world-a-teaching-unit-on-student-activism-in-history-and-today.html,2883,,,,,
5aa0488a410cf7000162f31b,"b'Facing Potential Challenge From Cynthia Nixon, Cuomo Swipes at Familiar Foe: The Mayor'",3/7/18,b'Who is behind Cynthia Nixon\xe2\x80\x99s possible run for governor? Andrew Cuomo says \xe2\x80\x9cprobably either the mayor of New York or Vladimir Putin.\xe2\x80\x9d',https://www.nytimes.com/2018/03/07/nyregion/cuomo-cynthia-nixon-de-blasio-governor.html,805,,,,,
5a9ca2df410cf7000162f021,b'Trump: King of Chaos',3/5/18,b'The president\xe2\x80\x99s reality always seems to return to delusional narcissism.',https://www.nytimes.com/2018/03/04/opinion/trump-king-of-chaos.html,836,,,,,
5a9af7c7410cf7000162ef5b,b'Power to the Parents',3/3/18,b'Give kids the franchise \xe2\x80\x94 but let their parents exercise it.',https://www.nytimes.com/2018/03/03/opinion/sunday/parents-teenagers-voting.html,827,,,,,
5a992432410cf7000162ed79,b'Teenagers in The Times: February 2018',3/2/18,b'Our roundup of the news stories and features about young people that have recently appeared across sections of NYTimes.com.',https://www.nytimes.com/2018/03/02/learning/lesson-plans/teenagers-in-the-times-february-2018.html,2506,,,,,
5abee4e347de81a90121a531,b'Albany Strikes Budget Deal That Sidesteps Trump\xe2\x80\x99s Tax Plan',3/31/18,"b'Discussions on some policy issues, such as gun control and criminal justice reform, were pushed back until after the April 1 budget deadline.'",https://www.nytimes.com/2018/03/30/nyregion/new-york-state-budget-deal.html,1316,,,,,
5abe28e047de81a901219f70,b'AP-NORC/MTV Poll: Young People Run From Trump',3/30/18,"b'A majority of young people believe President Donald Trump is racist, dishonest and ""mentally unfit"" for office, according to a new survey that finds the nation\'s youngest potential voters are more concerned about the Republican\'s performance in th...'",https://www.nytimes.com/aponline/2018/03/30/us/ap-us-ap-poll-young-americans.html,971,,,,,
5abc30c047de81a901218fa0,"b'In Arizona Race, Conservatives View Stormy Daniels as a \xe2\x80\x98Little Hard to Believe\xe2\x80\x99'",3/29/18,b'Many voters in Arizona\xe2\x80\x99s Eighth Congressional District seem to take Stormy Daniels\xe2\x80\x99s claim of an affair with Donald Trump with a dose of skepticism.',https://www.nytimes.com/2018/03/28/us/arizona-race-trump-stormy-daniels-lesko-tipirneni.html,1051,,,,,
5a968647410cf7000162e654,"b'Security Clearance, N.R.A., Ben Carson: Your Wednesday Briefing'",2/28/18,b'Here\xe2\x80\x99s what you need to know to start your day.',https://www.nytimes.com/2018/02/28/briefing/security-clearance-nra-ben-carson.html,1263,,,,,
