id,headline,date,snippet,url,word_count
5ac0ea1647de81a90121abd6,"b'After Gun Control Marches, \xe2\x80\x98It\xe2\x80\x99ll Go Away\xe2\x80\x99 vs. \xe2\x80\x98We Are Not Cynical Yet\xe2\x80\x99'",2018-04-01,"b'Advocates as well as opponents of gun control, both plotting next steps after the March for Our Lives rally, think their adversaries will eventually tire.'",https://www.nytimes.com/2018/04/01/us/politics/gun-control-marches-protests.html,1492
5ac1fba247de81a90121afed,b'There Is a Middle Ground on Guns',2018-04-02,"b'Even here in Tennessee\xe2\x80\x99s gun country, keeping armed people out of schools is not too much to ask.'",https://www.nytimes.com/2018/04/02/opinion/tennessee-guns-schools.html,1125
5ac1f11a47de81a90121afc4,b'Gun Culture Is My Culture. And I Fear for What It Has Become.',2018-04-02,"b'In the wake of mass shootings, a lifetime of gun ownership leads to unsettling questions.'",https://www.nytimes.com/2018/04/02/magazine/gun-culture-is-my-culture-and-i-fear-for-what-it-has-become.html,4879
5ac0e5e647de81a90121abcb,b'Remington\xe2\x80\x99s Bankruptcy Stalls Ruling in Sandy Hook Families\xe2\x80\x99 Suit',2018-04-01,"b'The case, amid a reinvigorated debate over guns, has been closely watched as it tries to pierce the legal shield protecting gun companies from lawsuits.'",https://www.nytimes.com/2018/04/01/nyregion/remington-sandy-hook-shooting.html,930
5abefafe47de81a90121a5a3,b'Vermont Legislature Passes Sweeping Gun Restrictions',2018-03-31,"b'Gov. Phil Scott, a Republican, has vowed to sign the measure, representing a remarkable departure from the state\xe2\x80\x99s existing gun laws, some of the weakest in the country.'",https://www.nytimes.com/2018/03/30/us/vermont-gun-law.html,690
5ac1f12647de81a90121afcf,b'Robert B. Reich\xe2\x80\x99s Recipe for a Just Society',2018-04-02,"b'In \xe2\x80\x9cThe Common Good,\xe2\x80\x9d Reich argues that it all begins with a shared commitment to fundamental principles.'",https://www.nytimes.com/2018/04/02/books/review/robert-reich-common-good.html,1252
5abfb8f447de81a90121a83a,"b""Ted Nugent: Parkland Teens Attacking the NRA Have 'No Soul'""",2018-03-31,"b'Rocker Ted Nugent says the Florida students calling for gun control have ""no soul"" and are ""mushy brained children.""'",https://www.nytimes.com/aponline/2018/03/31/us/ap-us-school-shooting-ted-nugent.html,321
5ac1f88c47de81a90121afe0,"b'China, Steven Bochco, Notre Dame: Your Monday Briefing'",2018-04-02,b'Here\xe2\x80\x99s what you need to know to start your day.',https://www.nytimes.com/2018/04/02/briefing/china-steven-bochco-notre-dame.html,1356
5ac1aded47de81a90121aeee,"b'Pope Francis, Uzbekistan, Denmark: Your Monday Briefing'",2018-04-02,b'Here\xe2\x80\x99s what you need to know to start your day.',https://www.nytimes.com/2018/04/02/briefing/pope-francis-uzbekistan-denmark.html,1372
5ac160c247de81a90121ad9a,"b'They Tried to Boycott Facebook, Apple and Google. They Failed.'",2018-04-01,"b'People are increasingly calling for boycotts of the big tech companies amid a backlash. The problem is that Facebook, Apple, Amazon and Google are nearly inescapable.'",https://www.nytimes.com/2018/04/01/business/boycott-facebook-apple-google-failed.html,1045
